country,unit,variable,2014,2015,2016,2017,2018,2019,2020
AFG,MtCO2eq,Total CH4 emissions (excluding LULUCF),17.60600587837837,16.932414647434598,16.681809136532816,16.535927809195485,16.772268856566317,16.845650233894933,0.0
AGO,MtCO2eq,Total CH4 emissions (excluding LULUCF),48.461786912166,50.910268053610004,49.9946072494065,49.18196764174299,49.53832403258699,51.3268879194804,0.0
ALB,MtCO2eq,Total CH4 emissions (excluding LULUCF),2.68112371253,2.718896640459,2.67395545113438,2.659138180562,2.639225981209,2.604068484793305,0.0
ARE,MtCO2eq,Total CH4 emissions (excluding LULUCF),46.9714415013097,50.49434174249159,51.6795051743343,51.320189939400194,52.402679900597995,53.341180609572,0.0
ARG,MtCO2eq,Total CH4 emissions (excluding LULUCF),137.6543277772333,139.67394667114792,140.36301725320325,141.714866825885,142.4062909078997,145.0961713525575,0.0
ARM,MtCO2eq,Total CH4 emissions (excluding LULUCF),2.5161487224999997,2.5795020411589995,2.6398068628289995,2.5427311163879995,2.38845945635933,2.349642100042564,0.0
ATG,MtCO2eq,Total CH4 emissions (excluding LULUCF),0.062702183667075,0.06290267174308999,0.06334020993318,0.06369890790017,0.06362516163943001,0.06433341816704001,0.0
AUS,MtCO2eq,Total CH4 emissions (excluding LULUCF),134.199449159577,135.629873421615,127.251304976926,128.271407228676,126.641878113452,126.60466190243,0.0
AUT,MtCO2eq,Total CH4 emissions (excluding LULUCF),11.312673509813198,10.950502188879248,11.033658413529551,11.0474949394771,11.0544195267636,10.903128536510248,0.0
AZE,MtCO2eq,Total CH4 emissions (excluding LULUCF),22.000845795895,22.021763237397,21.781319658383,21.422026964213998,21.3682550292613,23.16266267263395,0.0
BDI,MtCO2eq,Total CH4 emissions (excluding LULUCF),3.785988386469168,3.8300887392645806,4.069526303051974,4.544850911327388,4.6154700533474,4.893880225451016,0.0
BEL,MtCO2eq,Total CH4 emissions (excluding LULUCF),19.64303828548992,19.749926589631567,19.56271579769492,19.35351784957192,19.419923167240096,19.41528633877789,0.0
BEN,MtCO2eq,Total CH4 emissions (excluding LULUCF),6.16192940826,6.148818496972,6.3843992772,6.5508469667539995,6.923855457095,7.249560397404,0.0
BFA,MtCO2eq,Total CH4 emissions (excluding LULUCF),17.41289041390866,17.85727212419133,18.42832634961333,18.92970057252123,19.28573200958738,19.76234367339563,0.0
BGD,MtCO2eq,Total CH4 emissions (excluding LULUCF),132.970346612,134.14174510262,133.54600331955,138.32226500910002,141.277965444631,143.18867371914018,0.0
BGR,MtCO2eq,Total CH4 emissions (excluding LULUCF),9.13145796087217,9.592657870705969,9.4282482426935,9.5766254643345,9.40234061238383,9.49173897189416,0.0
BHR,MtCO2eq,Total CH4 emissions (excluding LULUCF),27.867089275947087,27.747455104775497,27.849855274981547,27.289352753892782,27.91155064403151,28.707947538195626,0.0
BHS,MtCO2eq,Total CH4 emissions (excluding LULUCF),0.31526957726683996,0.31873160456397,0.32131174406594004,0.32432854904803005,0.32825676191911,0.33258596191226997,0.0
BIH,MtCO2eq,Total CH4 emissions (excluding LULUCF),4.912779052833,4.964467487121999,5.215192648661,5.254910543336999,5.632536128900299,5.6474849719509,0.0
BLR,MtCO2eq,Total CH4 emissions (excluding LULUCF),17.5481509740405,17.774064895888998,17.5988976588445,17.7534522846525,17.67977100018,17.688189550233155,0.0
BLZ,MtCO2eq,Total CH4 emissions (excluding LULUCF),0.441577241341747,0.445929038373605,0.475205366079695,0.495797610974545,0.501758214253245,0.5179492369368649,0.0
BOL,MtCO2eq,Total CH4 emissions (excluding LULUCF),28.940821313742997,29.116398679302296,29.0163534015593,29.022595698234,29.6084305091875,28.83045402568469,0.0
BRA,MtCO2eq,Total CH4 emissions (excluding LULUCF),597.803808394125,610.22220174837,616.439968756438,615.27519943209,617.805277345085,623.509796190824,0.0
BRB,MtCO2eq,Total CH4 emissions (excluding LULUCF),0.19852773324837,0.19756605517672,0.19743848757014998,0.19822858089915002,0.19850064757893005,0.19805442160215195,0.0
