country,unit,variable,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AFG,tCO2eq per capita,GHG emissions from managed soils and pasture per capita,0.11558240544001125,0.09623561974753357,0.10880370260770715,0.10713941484669208,0.10182985360474262,0.10155920038898782,0.09432209950888013,0.09135069793069084,0.09820697820644701,0.10111201235183646,0.11077084756199745,0.10865088200974513,0.10798469592711848,0.10228374167234591,0.10199555833296674,0.09793634868746524,0.09674151002565412,0.09649100962910324,0.08911234920809315,0.0901691201854846,0.003289942409824246
AGO,tCO2eq per capita,GHG emissions from managed soils and pasture per capita,0.1302117323576496,0.12686112898022295,0.12201350056263285,0.11705037337740186,0.11108727145519454,0.11673514701647722,0.11526131850249416,0.11460644112323347,0.11295356697540462,0.11253942523132544,0.11198630229419992,0.11124109429718265,0.10919986179662396,0.11063258000354093,0.10949631796689846,0.10867416851298112,0.10562560201996483,0.10362519922933298,0.10087681339698973,0.0995966430040453,0.0
ALB,tCO2eq per capita,GHG emissions from managed soils and pasture per capita,0.2124547939205452,0.21132200993211822,0.21876922825556125,0.21186131136301428,0.22490294723481377,0.2083489590690579,0.21324694689841125,0.2063549367225844,0.1969193909776834,0.1980377114546481,0.1981033104121117,0.20030477072967565,0.2125483871712911,0.20234930651599325,0.21677603859189562,0.2239547570506227,0.22301796897953166,0.2157994883514874,0.21412678221559206,0.21875773390778683,0.017234391259013427
ARE,tCO2eq per capita,GHG emissions from managed soils and pasture per capita,0.0849703857639291,0.08493208365705619,0.08498719455071609,0.0843353927915147,0.07598721395711572,0.07144173383502367,0.06465921413493751,0.057532665234308,0.0534403772008295,0.0569353697339823,0.047628550053462,0.04512443180103497,0.043742447775542086,0.048783921811351015,0.052751155392849844,0.05523416945413183,0.054842417461856266,0.05505896458873139,0.05481960819921906,0.055162465879523774,0.0
ARG,tCO2eq per capita,GHG emissions from managed soils and pasture per capita,0.8678532280670045,0.9167305670158239,0.9486572375380831,1.0888889017830508,1.081431627687541,1.1132171641299071,1.144675055222877,1.1942137960694434,1.1625520068420885,0.9987874046020448,1.0837591786087108,1.0586238744650278,1.0282063965223334,1.1009627474961161,1.1580563749282273,1.120822698645362,1.1315493957288913,1.1044614554027716,1.0201915787258389,1.0154073872878244,0.14612501116485546
ARM,tCO2eq per capita,GHG emissions from managed soils and pasture per capita,0.0525340307538742,0.05450491184605692,0.05824807575933362,0.056155368102326825,0.07241721882951228,0.07131146678822592,0.0710740186343445,0.08807425638892251,0.0854312766992879,0.08495940765778398,0.08498734218788773,0.09466497074954042,0.10649287226197272,0.07171610705851374,0.07402455697236954,0.07521862666246006,0.07705882123749253,0.06772924470989262,0.06369375395741021,0.06378348019155243,0.0015379008205224426
ATG,tCO2eq per capita,GHG emissions from managed soils and pasture per capita,0.13074630323522834,0.13252796508314768,0.13341130079950955,0.13466691190377122,0.13525538563978742,0.13356454530946946,0.13232302665780088,0.12782154399076506,0.1236811109679837,0.12031237725234312,0.0710848417357719,0.0706628955070028,0.06975793992721802,0.06855393412741777,0.06789097240768349,0.067297628143335,0.0666146675835802,0.0660410172386691,0.06480662207889326,0.06250710286773413,0.0
AUS,tCO2eq per capita,GHG emissions from managed soils and pasture per capita,1.8258918926538925,1.7872444660794313,1.7706810461341176,1.625121980960423,1.733121099595576,1.7086633440877086,1.6378966117335574,1.535996312105091,1.4551719871806938,1.4491517409884886,1.3867848341597921,1.456217900661163,1.448288117539495,1.4519590279006138,1.4366017052707214,1.3609098939599207,1.2801010243228994,1.3462006815744825,1.2659135510158073,1.2968529999808798,0.11454013613761145
AUT,tCO2eq per capita,GHG emissions from managed soils and pasture per capita,0.1691047058714863,0.169313942677791,0.1656947371781364,0.1592360619561375,0.16388708017140552,0.16017915880361633,0.1588490903160507,0.15697031807776923,0.1618421500172565,0.15853846506961314,0.16222401943036593,0.16639846547332862,0.15946989670570227,0.15918629351107919,0.16445224128271743,0.16166636834164883,0.16251600221045368,0.15696690596012577,0.1558981518170705,0.15624363451472537,0.01408538921306863
AZE,tCO2eq per capita,GHG emissions from managed soils and pasture per capita,0.10368986421240961,0.11382554723098924,0.12217189607131711,0.12594985037830483,0.12841973105399387,0.12986174145152735,0.13065833957015988,0.12992758579702376,0.13349708423671178,0.1352423658326928,0.12969037804224542,0.13051582597866235,0.13142378351304204,0.1318750212519092,0.1300022065889543,0.13126842765739133,0.12907435591093575,0.12547845242653438,0.125077939018917,0.12465051275986523,0.0006674189281987207
